SOC522,Biology ART
SOC523,Theory of MIS
SOC525,Calculus I BIO
SOC527,Intro to ENG
SOC528,Advanced ART,MIS145
SOC531,Data Structures PSY
SOC533,Social Development II STAT
SOC533,Regression Analysis PSY
SOC534,Applications of BIO
SOC535,Data Structures ART
SOC538,Topics in ECON,PSY151
SOC538,Methods in BIO
SOC539,Social Development II BIO
SOC540,Chemistry MIS,ART139
SOC540,Seminar on PSY,PHYS421
SOC540,Social Development II SOC,STAT366
SOC540,Fundamentals of ENG,MATH333
SOC541,Artificial Intelligence ENG
SOC541,Lab in SOC,STAT257
SOC542,Machine Learning ECON
SOC542,Social Development II CS
SOC543,English I STAT
SOC544,Calculus I ENG,MIS187
SOC545,Calculus II STAT,PSY392
SOC545,Artificial Intelligence PSY
SOC545,Statistics CS,ECON143
SOC547,Artificial Intelligence STAT
SOC548,Topics in BIO,HIST566
SOC548,Chemistry MUS
SOC548,Machine Learning MATH
SOC548,Chemistry ENG
SOC550,Microbiology SOC,BIO174
SOC552,English II MUS
SOC552,Topics in ECON,STAT478
SOC553,Theory of STAT,PHYS84501
SOC553,English II ART,MATH53341
SOC553,Workshop in MATH
SOC554,Artificial Intelligence ART
SOC555,Artificial Intelligence MIS
SOC556,Regression Analysis ECON
SOC558,Social Development II CHEM,PHYS162
SOC559,Thermodynamics ENG
SOC559,Fundamentals of STAT,ART507
SOC55986,Social Development I ART
SOC560,Principles of SOC,CS476
SOC560,Calculus II PHYS,ENG100
SOC560,Chemistry HIST
SOC561,Calculus I ENG
SOC562,Regression Analysis CHEM,ART521
SOC564,Social Development I HIST
SOC565,Calculus II ENG
SOC565,Cognitive Science MUS,ECON208
SOC567,Theory of HIST
SOC567,Seminar on ENG
SOC568,Advanced MATH
SOC569,English II BIO
SOC570,Calculus II PHYS,PSY440
SOC571,Methods in PSY
SOC571,Workshop in PSY,CS557
SOC572,Theory of MATH,MIS200
SOC574,Advanced PSY
SOC576,Advanced ECON
SOC577,Artificial Intelligence PHYS
SOC577,English I BIO
SOC579,Social Development II STAT,MATH562
SOC580,Applications of PHYS
SOC580,Research in SOC
SOC581,Cognitive Science MUS
SOC581,English II CS
SOC582,Regression Analysis MUS
SOC582,Biology PSY
SOC582,Statistics ART,ART431
SOC583,Intro to CHEM,ART351
SOC583,Intro to PHYS
SOC585,Thermodynamics ECON
SOC585,Microbiology MATH
SOC587,English I BIO
SOC587,Calculus I ECON
SOC587,Chemistry SOC,ECON497
SOC588,Astrophysics ENG
SOC588,Fundamentals of ECON,CS534
SOC588,Lab in CS,PHYS494
SOC588,Microbiology PHYS
SOC589,Artificial Intelligence MIS
SOC589,Artificial Intelligence ENG
SOC590,Machine Learning ENG,ENG305
SOC590,Machine Learning MATH
SOC591,Workshop in MUS
SOC591,Physics ART
SOC593,Social Development II CHEM,CHEM424
SOC594,English II PHYS
SOC59409,Social Development II STAT
SOC595,Fundamentals of ENG,BIO141
SOC596,Data Structures MUS,BIO161
SOC598,English II CS,PSY415
SOC59885,Workshop in ART
SOC60156,Topics in STAT
SOC61430,Machine Learning MUS
SOC61437,Calculus II MATH
SOC63558,Principles of ART,CS28397
SOC63909,Lab in MIS
SOC65998,Physics ENG
SOC66350,Statistics PHYS
SOC66954,Machine Learning PSY
SOC67003,Theory of PSY
SOC68237,Calculus I BIO,HIST439
SOC69076,Applications of CS
SOC71098,Applications of ECON
SOC71309,Workshop in CS
SOC72862,Artificial Intelligence ART,MATH28351
SOC73334,Calculus I PSY
SOC74027,Applications of BIO
SOC77117,Social Development II PHYS
SOC78283,Advanced SOC
SOC78333,Research in MUS
SOC81315,Artificial Intelligence MIS
SOC81956,Lab in ART
SOC82636,Machine Learning HIST,PSY560
SOC83946,Lab in MUS
SOC84713,Topics in STAT,ECON578
SOC87326,Thermodynamics STAT
SOC87705,Calculus II CHEM
SOC87727,Machine Learning HIST
SOC89736,Chemistry ECON
SOC91393,Social Development I PSY
SOC92256,Calculus I PSY
SOC93463,Biology CHEM
SOC93685,Physics SOC,PSY187
SOC94068,Seminar on PSY,ENG583
SOC95302,Calculus II PSY
SOC95942,Machine Learning ECON,CS269
SOC99174,Chemistry ECON,HIST350
SOC99659,Methods in ENG
STAT100,Cognitive Science PSY
STAT100,Microbiology BIO,CHEM251
STAT101,Research in ENG
STAT102,Applications of ECON
STAT103,English I STAT
STAT104,Lab in SOC
STAT105,Regression Analysis MATH,MUS475
STAT106,Workshop in MATH
STAT107,Physics CS
STAT107,Topics in ECON,BIO529
STAT107,Data Structures HIST,SOC42401
STAT107,Social Development II PSY
STAT107,Statistics CS
STAT108,Statistics STAT
STAT108,Microbiology ECON
STAT108,Seminar on PSY
STAT108,Workshop in CS
STAT109,Thermodynamics ENG,MATH594
STAT111,Data Structures HIST
STAT111,Seminar on MATH,PHYS277
STAT112,Theory of MUS
STAT113,Microbiology CHEM,PSY279
STAT113,Social Development I ECON
STAT113,Workshop in HIST
STAT118,Principles of HIST
STAT118,Statistics CS
STAT118,Social Development I BIO
STAT118,Physics MUS
STAT119,English II ENG
STAT120,Microbiology ENG,ART462
STAT121,Statistics BIO,STAT248
STAT121,Calculus I HIST
STAT122,Social Development I MUS
STAT122,Research in CS
STAT123,Artificial Intelligence ART
STAT123,Seminar on CHEM
STAT12376,Data Structures PHYS
STAT125,Calculus II STAT
STAT125,Microbiology PSY,ECON298
STAT126,Advanced MATH,ART489
STAT127,Regression Analysis STAT
STAT128,Astrophysics BIO
STAT128,Social Development II PHYS,PSY569
STAT128,Physics MATH
STAT129,Social Development I MATH,CHEM504
STAT130,Intro to ART
STAT131,Astrophysics SOC
STAT132,Statistics PSY
STAT132,Social Development I ENG
STAT133,Astrophysics ART
STAT133,English II PSY,CHEM335
STAT133,Physics STAT
STAT133,Fundamentals of STAT
STAT134,Workshop in CS,CS209
STAT136,English I CHEM
STAT136,Thermodynamics CS,ART220
STAT136,Machine Learning PSY
STAT137,Artificial Intelligence PHYS
STAT137,Applications of STAT
STAT138,Lab in BIO
STAT138,Machine Learning PHYS
STAT139,Workshop in BIO,MUS580
STAT140,Social Development II MATH
STAT141,Research in BIO
STAT142,Data Structures SOC
STAT143,Seminar on ART
STAT143,English II MUS
STAT143,Advanced SOC,SOC552
STAT144,Thermodynamics HIST
STAT144,Seminar on HIST
STAT145,English II SOC
STAT14561,Microbiology CHEM
STAT148,Regression Analysis CS
STAT148,Chemistry MIS
STAT150,English I MUS,STAT58153
STAT150,Calculus I STAT
STAT150,Applications of CS,ENG148
STAT150,Theory of HIST
STAT152,Social Development I MIS
STAT154,Astrophysics MUS
STAT155,Topics in MUS
STAT156,Data Structures STAT
STAT156,Fundamentals of ENG
STAT157,English I MUS
STAT158,Artificial Intelligence ECON
STAT158,Advanced HIST
STAT158,Chemistry BIO
STAT16019,Topics in STAT
STAT162,Biology CHEM,ENG236
STAT162,Artificial Intelligence PHYS
STAT163,Data Structures MUS
STAT163,Workshop in SOC
STAT164,Machine Learning MUS,CHEM379
STAT164,Topics in ART
STAT165,Statistics PHYS,ART330
STAT165,Social Development II CS
STAT165,Workshop in BIO
STAT165,Theory of ENG
STAT166,Lab in CS
STAT166,Artificial Intelligence CHEM,MATH245
STAT167,Applications of CHEM
STAT167,Data Structures SOC
STAT168,Microbiology PSY
STAT168,Thermodynamics PHYS
STAT170,Lab in ART,ART392
STAT172,Social Development II HIST,MUS389
STAT173,Biology SOC,CS411
STAT173,Artificial Intelligence ENG
STAT173,Research in CHEM,MATH108
STAT175,Artificial Intelligence CHEM
STAT176,Lab in HIST
STAT177,Lab in PHYS
STAT177,Astrophysics CS,ART21273
STAT177,Cognitive Science HIST
STAT17792,Biology MUS
STAT178,Calculus II ART,MIS443
STAT178,Calculus I MUS
STAT179,Chemistry STAT
STAT179,Cognitive Science CHEM
STAT180,Physics PHYS
STAT181,Regression Analysis ECON,MATH463
STAT181,Microbiology MATH
STAT183,Machine Learning ECON
STAT183,Advanced CHEM
STAT183,Astrophysics ECON
STAT184,Data Structures MATH
STAT184,Advanced CS
STAT185,English II CHEM
STAT185,Calculus I BIO
STAT185,Topics in BIO
STAT186,Regression Analysis PSY
STAT18657,Data Structures ENG
STAT187,Thermodynamics HIST
STAT188,Theory of MATH,PHYS305
STAT189,Microbiology PHYS
STAT189,Machine Learning CS
STAT190,Social Development II CHEM,SOC477
STAT190,Thermodynamics MATH
STAT190,Workshop in ECON,CHEM454
STAT192,Regression Analysis SOC
STAT194,Topics in CHEM
STAT194,Principles of MIS,PHYS276
STAT197,Methods in HIST,BIO537
STAT198,Regression Analysis STAT,ENG380
STAT198,Methods in CS
STAT198,Chemistry CHEM
STAT198,Applications of CS
STAT200,Social Development II ECON,PSY24376
STAT202,Chemistry ECON
STAT202,Data Structures MIS
STAT20344,Lab in MATH
STAT204,Microbiology CHEM,MUS551
STAT205,Machine Learning CS
STAT206,Applications of ECON
STAT207,English II HIST
STAT209,Research in CS
STAT209,Machine Learning MUS
STAT210,Fundamentals of CS,ART589
STAT210,Research in STAT
STAT210,Social Development II BIO
STAT210,Calculus II PHYS
STAT210,Calculus I BIO
STAT210,Chemistry BIO
STAT211,Data Structures SOC
STAT212,English II PSY
STAT21305,English I PHYS
STAT214,Machine Learning PHYS,STAT218
STAT214,Physics MIS,HIST267
STAT214,Seminar on MATH,MATH516
STAT215,Fundamentals of ECON
STAT216,Lab in PHYS,PSY560
STAT216,Data Structures PSY
STAT216,Cognitive Science PHYS,SOC384
STAT217,Applications of CHEM
STAT217,Methods in ART,HIST411
STAT217,Chemistry CHEM
STAT218,Statistics SOC,CHEM546
STAT218,Thermodynamics ECON,STAT144
STAT219,Seminar on PSY
STAT220,Methods in SOC
STAT221,English I ECON
STAT221,Social Development II MATH,MATH306
STAT222,Research in ENG
STAT223,Astrophysics PHYS
STAT223,Research in CHEM
STAT225,Chemistry HIST
STAT226,Advanced MIS
STAT226,Biology ECON
STAT226,Regression Analysis MIS
STAT226,Lab in ENG
STAT227,Fundamentals of HIST,ART30407
STAT228,Research in HIST,BIO510
STAT230,Advanced MUS
STAT230,Astrophysics PSY
STAT230,Biology CHEM,ECON462
STAT230,Theory of ECON
STAT230,Physics MIS
STAT230,Applications of SOC
STAT231,Machine Learning STAT
STAT231,Research in HIST,CS569
STAT232,Cognitive Science ECON,PSY229
STAT232,Calculus I ECON
STAT233,English I ART
STAT235,Chemistry ECON
STAT23546,Calculus I ECON
STAT237,Workshop in CHEM,PSY509
STAT238,Intro to HIST
STAT239,Calculus II MIS,MUS341
STAT242,Machine Learning ART
STAT243,Workshop in MATH
STAT244,Physics ECON
STAT24480,English I SOC,ENG202
STAT246,Data Structures MATH,STAT188
STAT246,Chemistry MUS
STAT246,Data Structures PHYS
STAT24718,Regression Analysis CS
STAT248,Machine Learning SOC
STAT249,Statistics MIS,STAT332
STAT249,Advanced PSY
STAT250,Calculus I SOC
STAT250,Physics ART
STAT251,Physics ECON
STAT252,Principles of ENG
STAT252,Lab in CHEM
STAT253,Research in STAT
STAT254,Physics SOC
STAT255,Research in MATH,ECON338
STAT255,Regression Analysis MUS
STAT255,Applications of STAT
STAT256,Thermodynamics ECON,ART544
STAT257,Methods in CS
STAT257,Methods in SOC
STAT258,Workshop in HIST,ART589
STAT260,Astrophysics STAT
STAT261,Chemistry ECON
STAT262,Chemistry MATH
STAT262,Applications of HIST
STAT264,Theory of MIS
STAT265,Seminar on PHYS
STAT265,Statistics HIST,ECON253
STAT266,Research in HIST
STAT266,Workshop in ENG
STAT267,Regression Analysis PSY
STAT267,Principles of CS
STAT268,English II ART
STAT269,Seminar on BIO,CS400
STAT269,Fundamentals of CHEM
STAT269,Cognitive Science ENG
STAT26992,Regression Analysis ENG,PHYS553
STAT270,Applications of HIST
STAT270,Principles of PSY,STAT266
STAT271,Principles of HIST,BIO479
STAT272,Principles of SOC
STAT273,Calculus II MUS,CS262
STAT273,Calculus II PSY,CHEM88928
STAT274,Astrophysics STAT,PHYS581
STAT275,Thermodynamics PSY
STAT275,Microbiology ART
STAT276,Physics MATH,ART345
STAT276,English I ECON,HIST375
STAT277,Biology HIST,ECON518
STAT279,Statistics BIO
STAT282,Statistics BIO
STAT282,Advanced CHEM,ECON64615
STAT282,Physics BIO,MATH134
STAT283,Applications of SOC,CHEM218
STAT283,Lab in CHEM
STAT283,Microbiology CHEM,ENG468
STAT284,Chemistry MIS
STAT284,Seminar on PHYS
STAT285,Topics in PSY
STAT288,Biology ART,ART32360
STAT289,Calculus I ENG
STAT290,Seminar on PHYS
STAT292,Calculus II ART
STAT293,Intro to HIST
STAT297,Astrophysics STAT
STAT297,Social Development II HIST
STAT297,Biology SOC,CHEM171
STAT299,Workshop in PHYS
STAT300,Calculus I ART,MUS576
STAT301,Lab in SOC
STAT301,Workshop in HIST,PHYS231
STAT303,Data Structures PHYS,BIO496
STAT304,Topics in ART,SOC107
STAT304,Workshop in ECON
STAT306,Machine Learning ART
STAT306,Astrophysics PHYS,ENG95560
STAT307,Data Structures ENG
STAT307,Chemistry CS
STAT309,Astrophysics HIST
STAT309,Regression Analysis MATH
STAT311,Calculus II STAT
STAT312,Workshop in ECON,HIST153
STAT313,Theory of CHEM
STAT313,Machine Learning HIST,MUS188
STAT314,Physics MATH
STAT314,Physics MUS
STAT314,Principles of MATH
STAT315,Social Development I CHEM,BIO191
STAT315,Astrophysics HIST
STAT316,Social Development I PSY
STAT317,English I PHYS
STAT317,Calculus II PHYS
STAT318,Data Structures ART
STAT318,Principles of SOC
STAT320,Intro to ART
STAT32050,Research in PHYS
STAT321,Advanced SOC,HIST241
STAT32102,Microbiology ECON
STAT322,Principles of CHEM,CHEM598
STAT323,Workshop in ECON,CS316
STAT324,Applications of ECON
STAT325,Lab in MIS
STAT326,Seminar on MUS
STAT326,Artificial Intelligence PHYS
STAT326,Biology PSY,CS363
STAT326,Social Development I HIST,BIO69984
STAT327,Theory of BIO,MATH569
STAT327,Biology ECON
STAT327,Astrophysics MUS,CS132
STAT328,Social Development I CHEM
STAT328,Lab in ENG
STAT328,Social Development I CS
STAT328,Intro to PHYS
STAT329,Seminar on ART
STAT332,Methods in PHYS
STAT332,Social Development II MATH
STAT332,Machine Learning ECON
STAT333,Principles of CS
STAT334,Methods in PHYS
STAT334,Cognitive Science PSY
STAT335,Seminar on ECON
STAT336,Theory of HIST
STAT336,Seminar on MIS
STAT336,Principles of STAT
STAT338,Social Development I ECON
STAT339,Machine Learning SOC
STAT340,Regression Analysis ECON
STAT340,Workshop in ECON,MATH22609
STAT341,Machine Learning STAT,PHYS586
STAT341,Chemistry BIO,ECON90247
STAT34107,Biology CS,MUS480
STAT342,English I PHYS
STAT342,Social Development I MIS,HIST596
STAT342,Machine Learning ECON
STAT342,Topics in PHYS
STAT343,Workshop in MIS
STAT343,Regression Analysis CS
STAT343,Regression Analysis MATH,MUS575
STAT344,Methods in ENG
STAT344,Topics in CHEM
STAT34608,Intro to MUS
STAT349,English I HIST
STAT350,Biology BIO,STAT248
STAT350,Social Development II MUS
STAT353,Theory of PSY
STAT354,Workshop in HIST
STAT354,Fundamentals of MATH,PSY215
STAT356,Chemistry SOC,BIO248
STAT356,Workshop in CS
STAT358,Seminar on HIST
STAT359,Social Development II BIO
STAT36012,English I CS
STAT361,Social Development I PSY
STAT361,Regression Analysis BIO
STAT363,Statistics MIS,MIS375
STAT364,Workshop in MIS,PHYS184
STAT365,Calculus II HIST
STAT365,Thermodynamics ECON
STAT366,Advanced PHYS
STAT366,Data Structures HIST
STAT368,Statistics MUS
STAT368,Artificial Intelligence PHYS
STAT369,Microbiology PSY,ENG337
STAT369,Topics in ART,STAT558
STAT369,Intro to CS
STAT370,Principles of CHEM,MUS243
STAT370,Thermodynamics MUS
STAT370,Theory of CHEM
STAT37160,Research in MATH
STAT372,Seminar on SOC,ECON531
STAT372,Social Development II CHEM
STAT372,Thermodynamics ART
STAT373,Social Development II CHEM,MIS275
STAT373,Machine Learning HIST
STAT374,Astrophysics SOC
STAT375,Social Development II HIST
STAT375,Social Development I ART
STAT376,Machine Learning ECON,ART569
STAT376,Workshop in PHYS
STAT377,Calculus II CHEM
STAT377,Social Development II MIS,HIST151
STAT37719,Fundamentals of CS
STAT378,Statistics ECON
STAT380,Topics in ENG,CHEM507
STAT381,Social Development I ENG
STAT382,Seminar on MATH
STAT383,Social Development II ENG
STAT383,Astrophysics MIS
STAT384,Methods in BIO
STAT385,English I SOC
STAT388,Artificial Intelligence MUS,ART507
STAT39028,Regression Analysis HIST
STAT393,Social Development I ENG
STAT394,English I ECON
STAT395,Machine Learning MATH,STAT255
STAT396,Applications of MUS,MUS415
STAT396,Methods in MIS
STAT396,Topics in MATH
STAT397,Chemistry ART
STAT398,Astrophysics STAT
STAT399,Topics in MUS
STAT399,Artificial Intelligence ENG,MATH155
STAT399,Theory of MATH,MATH384
STAT402,Principles of PSY
STAT402,Chemistry MATH
STAT402,Workshop in PSY
STAT403,Topics in MATH,MATH509
STAT403,Workshop in ART
STAT404,English II MIS,ART213
STAT404,Workshop in PSY
STAT406,Regression Analysis ECON,MUS568
STAT407,Chemistry STAT
STAT408,Methods in CS,CS17349
STAT408,Astrophysics ENG,STAT198
STAT409,Topics in CHEM
STAT40980,Artificial Intelligence ART,ENG543
STAT410,Machine Learning MUS
STAT410,Seminar on BIO
STAT412,Statistics ECON,STAT230
STAT412,Physics CS,PSY211
STAT413,Advanced ECON
STAT416,Fundamentals of PHYS,MUS252
STAT416,Social Development I BIO
STAT417,Advanced MATH
STAT419,Statistics MUS
STAT419,Theory of BIO,MATH429
STAT419,Fundamentals of MUS
STAT419,Methods in ECON,MATH198
STAT420,Lab in MATH
STAT421,Calculus II PSY
STAT422,Artificial Intelligence STAT
STAT422,Workshop in ECON,MUS351
STAT422,Calculus I BIO
STAT425,Statistics ART
STAT425,Calculus I SOC
STAT42521,Seminar on CS
STAT426,Calculus I SOC,MIS581
STAT428,Intro to MATH,SOC142
STAT428,Statistics ART
STAT429,Seminar on ENG,PHYS473
STAT429,Advanced ECON,CS485
STAT429,English I PSY,CHEM182
STAT431,Social Development II ENG,ENG262
STAT431,English II CHEM,ART263
STAT43163,Regression Analysis PHYS
STAT432,Workshop in PHYS
STAT432,English I PSY
STAT433,Workshop in STAT,CS17349
STAT433,Chemistry PSY
STAT433,Microbiology STAT,ENG336
STAT434,Research in CHEM
STAT435,English II MIS
STAT437,Fundamentals of MUS
STAT437,Physics ART,ART414
STAT438,Seminar on HIST
STAT439,English I MIS,BIO412
STAT439,Physics MATH
STAT439,Research in CHEM
STAT439,Fundamentals of PHYS,ENG54589
STAT440,Social Development I PSY,MATH229
STAT440,Applications of HIST,MIS515
STAT442,Calculus II STAT
STAT443,Lab in CS,CS283
STAT443,Cognitive Science MUS
STAT444,Biology SOC
STAT44448,Social Development II MUS,PHYS516
STAT445,Topics in ECON
STAT446,Principles of ART
STAT446,Chemistry STAT,MIS420
STAT448,Thermodynamics MATH
STAT449,Research in STAT,ECON599
STAT449,Topics in STAT
STAT451,Microbiology MUS
STAT452,Biology MUS
STAT452,Theory of MIS,ECON516
STAT453,Seminar on MATH,STAT354
STAT453,Data Structures HIST
STAT453,Theory of STAT
STAT453,Research in PHYS,PSY407
STAT454,Physics ART,MUS58258
STAT455,Workshop in PHYS
STAT455,Machine Learning HIST
STAT455,Workshop in STAT
STAT455,Social Development II CS
STAT458,Research in MIS
STAT458,Intro to MIS
STAT458,Fundamentals of CHEM
STAT45924,English II ART,CS204
STAT460,Calculus I BIO,ENG298
STAT46190,Workshop in MIS
STAT463,Regression Analysis MATH
STAT466,English II ECON
STAT466,Principles of CS
STAT467,Applications of MIS,ENG554
STAT468,Fundamentals of MATH
STAT468,English II PHYS,ART144
STAT471,Data Structures SOC
STAT473,English II BIO
STAT474,Methods in MATH
STAT474,Social Development II SOC
STAT475,Machine Learning BIO
STAT476,Advanced CHEM
STAT47721,Thermodynamics STAT
STAT478,Methods in BIO,ECON264
STAT478,Lab in PSY
STAT478,Data Structures HIST
STAT478,Theory of ART
STAT479,Calculus I BIO
STAT479,Thermodynamics BIO,CS231
STAT480,Workshop in SOC
STAT480,Data Structures MATH
STAT480,Applications of ART,ECON159
STAT480,Thermodynamics HIST
STAT481,Microbiology MATH
STAT484,Data Structures PSY
STAT487,Methods in MATH
STAT488,Topics in MIS
STAT488,Fundamentals of PHYS,MUS161
STAT489,Applications of PHYS
STAT489,Applications of STAT
STAT489,Research in BIO
STAT490,Advanced PSY
STAT491,Thermodynamics CS
STAT491,Thermodynamics CS
